product_id,store_id,brand_id,date,sales_product,MA7_P,LAG7_P,sales_brand,MA7_B,LAG7_B,sales_store,MA7_S,LAG7_S
0,0,0,2021-01-08,10,11.428571428571429,6.0,40,28.571428571428573,21.0,63,46.0,39.0
0,0,0,2021-01-09,10,12.0,19.0,24,31.285714285714285,29.0,41,49.42857142857143,48.0
0,0,0,2021-01-10,3,10.714285714285714,14.0,26,30.571428571428573,34.0,52,48.42857142857143,53.0
0,0,0,2021-01-11,7,9.142857142857142,10.0,34,29.428571428571427,12.0,57,48.285714285714285,29.0
0,0,0,2021-01-12,2,8.714285714285714,7.0,34,32.57142857142857,40.0,46,52.285714285714285,57.0
0,0,0,2021-01-13,1,8.0,6.0,32,31.714285714285715,18.0,40,50.714285714285715,32.0
0,0,0,2021-01-14,11,7.285714285714286,18.0,24,33.714285714285715,46.0,35,51.857142857142854,64.0
0,0,0,2021-01-15,5,6.285714285714286,10.0,19,30.571428571428573,40.0,42,47.714285714285715,63.0
0,0,0,2021-01-16,1,5.571428571428571,10.0,18,27.571428571428573,24.0,26,44.714285714285715,41.0
0,0,0,2021-01-17,0,4.285714285714286,3.0,18,26.714285714285715,26.0,27,42.57142857142857,52.0
0,0,0,2021-01-18,11,3.857142857142857,7.0,46,25.571428571428573,34.0,63,39.0,57.0
0,0,0,2021-01-19,11,4.428571428571429,2.0,30,27.285714285714285,34.0,52,39.857142857142854,46.0
0,0,0,2021-01-20,16,5.714285714285714,1.0,44,26.714285714285715,32.0,72,40.714285714285715,40.0
0,0,0,2021-01-21,9,7.857142857142857,11.0,43,28.428571428571427,24.0,53,45.285714285714285,35.0
0,0,0,2021-01-22,15,7.571428571428571,5.0,47,31.142857142857142,19.0,54,47.857142857142854,42.0
0,0,0,2021-01-23,14,9.0,1.0,18,35.142857142857146,18.0,35,49.57142857142857,26.0
0,0,0,2021-01-24,14,10.857142857142858,0.0,26,35.142857142857146,18.0,47,50.857142857142854,27.0
0,0,0,2021-01-25,18,12.857142857142858,11.0,30,36.285714285714285,46.0,34,53.714285714285715,63.0
0,0,0,2021-01-26,11,13.857142857142858,11.0,29,34.0,30.0,40,49.57142857142857,52.0
0,0,0,2021-01-27,19,13.857142857142858,16.0,30,33.857142857142854,44.0,52,47.857142857142854,72.0
0,0,0,2021-01-28,2,14.285714285714286,9.0,28,31.857142857142858,43.0,52,45.0,53.0
0,0,0,2021-01-29,4,13.285714285714286,15.0,11,29.714285714285715,47.0,42,44.857142857142854,54.0
0,0,0,2021-01-30,18,11.714285714285714,14.0,42,24.571428571428573,18.0,69,43.142857142857146,35.0
0,0,0,2021-01-31,6,12.285714285714286,14.0,30,28.0,26.0,61,48.0,47.0
0,0,0,2021-02-01,8,11.142857142857142,18.0,29,28.571428571428573,30.0,51,50.0,34.0
0,0,0,2021-02-02,6,9.714285714285714,11.0,30,28.428571428571427,29.0,44,52.42857142857143,40.0
0,0,0,2021-02-03,17,9.0,19.0,48,28.571428571428573,30.0,49,53.0,52.0
0,0,0,2021-02-04,3,8.714285714285714,2.0,12,31.142857142857142,28.0,48,52.57142857142857,52.0
0,0,0,2021-02-05,13,8.857142857142858,4.0,19,28.857142857142858,11.0,47,52.0,42.0
0,0,0,2021-02-06,17,10.142857142857142,18.0,47,30.0,42.0,78,52.714285714285715,69.0
0,0,0,2021-02-07,8,10.0,6.0,28,30.714285714285715,30.0,40,54.0,61.0
0,0,0,2021-02-08,1,10.285714285714286,8.0,9,30.428571428571427,29.0,14,51.0,51.0
0,0,0,2021-02-09,19,9.285714285714286,6.0,44,27.571428571428573,30.0,74,45.714285714285715,44.0
0,0,0,2021-02-10,14,11.142857142857142,17.0,35,29.571428571428573,48.0,52,50.0,49.0
0,0,0,2021-02-11,6,10.714285714285714,3.0,33,27.714285714285715,12.0,38,50.42857142857143,48.0
0,0,0,2021-02-12,11,11.142857142857142,13.0,20,30.714285714285715,19.0,27,49.0,47.0
0,0,0,2021-02-13,7,10.857142857142858,17.0,21,30.857142857142858,47.0,34,46.142857142857146,78.0
0,0,0,2021-02-14,14,9.428571428571429,8.0,32,27.142857142857142,28.0,44,39.857142857142854,40.0
0,0,0,2021-02-15,2,10.285714285714286,1.0,21,27.714285714285715,9.0,34,40.42857142857143,14.0
0,0,0,2021-02-16,13,10.428571428571429,19.0,17,29.428571428571427,44.0,38,43.285714285714285,74.0
0,0,0,2021-02-17,16,9.571428571428571,14.0,45,25.571428571428573,35.0,62,38.142857142857146,52.0
0,0,0,2021-02-18,3,9.857142857142858,6.0,16,27.0,33.0,19,39.57142857142857,38.0
0,0,0,2021-02-19,17,9.428571428571429,11.0,52,24.571428571428573,20.0,68,36.857142857142854,27.0
0,0,0,2021-02-20,7,10.285714285714286,7.0,23,29.142857142857142,21.0,39,42.714285714285715,34.0
0,0,0,2021-02-21,3,10.285714285714286,14.0,32,29.428571428571427,32.0,67,43.42857142857143,44.0
0,0,0,2021-02-22,1,8.714285714285714,2.0,28,29.428571428571427,21.0,57,46.714285714285715,34.0
0,0,0,2021-02-23,5,8.571428571428571,13.0,20,30.428571428571427,17.0,36,50.0,38.0
0,0,0,2021-02-24,9,7.428571428571429,16.0,39,30.857142857142858,45.0,60,49.714285714285715,62.0
0,0,0,2021-02-25,3,6.428571428571429,3.0,27,30.0,16.0,50,49.42857142857143,19.0
